Code guichet                            ,Code Localités                                         ,Code Términal GAB,GUICHETS,GAB| Nombre total des GAB,dont ceux servant à collecter les dépôts,gpsx,gpsy
369,376,1600288,SIDI ALLAL EL BAHRAOUI        ,1,,-6.5331665,34.0108348
104,340,1600299,ALLAL TAZI                    ,1,,-6.323774,34.52174
960,179,11600263,SIDI BENNOUR AL MASSIRA       ,1,,-8.431192,32.648978
893,179,11600275,SIDI BENNOUR                  ,1,,-8.4233366,32.6494829
969,10,1600898,SIDI BIBI,1,,-9.524986,30.239224
940,197,1600854,SIDI BOU OTHMANE              ,1,,-7.943834,31.902589
881,175,1600248,SIDI BOUZID                   ,1,,-8.5519083,33.2302026
682,450,11600151,MARRAKECH SIDI GHANEM         ,1,,-8.0493334,31.6736106
799,619,11600192,SIDI HAJJAJ                   ,1,,-7.265544,32.913112
48,274,11600225,SIDI HARAZEM                  ,1,,-4.881816,34.02932
628,761,1600853,IFNI PRINCIPAL                ,1,,-10.1725647,29.3831391
628,761,1600853,IFNI PRINCIPAL                ,1,,-10.1725647,29.3831391
628,761,1600757,IFNI PRINCIPAL                ,1,,-10.1725647,29.3831391
801,90,11600305,SIDI JABER                    ,1,,-6.453215,32.369941
343,346,1600633,SIDI KACEM                    ,1,,-5.708929,34.2240607
346,346,11600437,SIDI KACEM ZAOUIA             ,1,,-5.711067,34.204923
941,468,11600345,SIDI MOKHTAR                  ,1,,-9.011192,31.579132
933,123,11600310,SIDI MOUSSA BEN ALI           ,1,,-7.373482,33.562633
978,625,11600074,SIDI RAHHAL PLAGE,1,,-7.956647,33.472091
336,344,11600340,SIDI REDOUANE                 ,1,,-5.448511,34.685289
347,349,1600327,SIDI SLIMANE                  ,1,,-5.9253592,34.2621976
350,349,1600834,SIDI SLIMANE 5EME BAFRA       ,1,,-6.0572326,34.2349026
347,349,11600096,SIDI SLIMANE                  ,1,,-5.9253592,34.2621976
122,124,1600459,SIDI YAHIA ZAERS              ,1,,-6.90465,33.826202
403,572,11600146,SIDI YAHIA DOUJDA             ,1,,-1.867633,34.667325
102,332,1600353,SIDI YAHIA GHARB              ,1,,-6.3078046,34.3098556
119,821,1600149,SKHIRATE                      ,1,,-7.03893,33.851836
119,821,1600721,SKHIRATE                      ,1,,-7.03893,33.851836
736,553,11600259,SKOURA AHL AL OUST            ,1,,-6.556027,31.063494
276,140,1600916,SKOURA SEGHROUCHEN            ,1,,-4.544941,33.518962
620,22,1600621,AIT MELLOUL                   ,1,,-9.4990593,30.3466346
354,353,11600099,SOUK LARBâA DU GHARB          ,1,,-6.0040739,34.6850835
352,353,1600395,SOUK LARBAA HAY ESSALAM       ,1,,-5.992237,34.67587
485,150,11600350,STEHA                         ,1,,-4.955215,35.345246
430,528,11600237,TAFERSITE                     ,1,,-3.54125,35.007099
635,765,1600214,TAFRAOUTE                     ,1,,-8.974778,29.7203253
814,98,11600383,TAGHZIRT                      ,1,,-6.20745,32.437782
737,568,11600020,TAGOUNITE                     ,1,,-5.5820927,29.9725018
260,711,1600268,TAHALA                        ,1,,-4.425707,34.047595
260,711,1600875,TAHALA                        ,1,,-4.425707,34.047595
944,475,1600401,TAHANAOUTE                    ,1,,-7.946302,31.367329
283,664,1600879,TAHAR SOUK                    ,1,,-4.276232,34.653955
733,561,1600894,TALIOUINE                     ,1,,-7.924058,30.532071
733,561,1600894,TALIOUINE                     ,1,,-7.924058,30.532071
223,318,1600348,TALSINNT                      ,1,,-3.438807,32.534921
916,251,11600344,TAMANAR                       ,1,,-9.678676,30.999738
1034,450,11600258,TAMANSOURT,1,,-8.116886,31.748138
689,450,11600218,TAMESLOUHTE                   ,1,,-8.097289,31.496467
938,207,1600378,TAMELELT                      ,1,,-7.50901,31.816475
600,24,11600233,TAMRI                         ,1,,-9.826182,30.695244
625,650,1600215,TAN TAN PRINCIPAL             ,1,,-11.0980542,28.4365793
626,650,11600006,TAN TAN  MEDINA               ,1,,-11.1089869,28.4282508
406,313,11600285,TENDRARA                      ,1,,-2.0029852,33.0521649
387,640,11600103,TANGER DRADEB                 ,1,,-5.8290035,35.7856368
375,640,11600023,TANGER EL OUAFAE              ,1,,-5.8466042,35.7496905
390,648,11600101,GZENAYA                       ,1,,-5.90594,35.707438
371,640,1600828,TANGER 20 AOUT                ,1,,-5.8210856,35.7701761
374,640,11600401,TANGER AL IRFANE              ,1,,-5.881784,35.7326049
374,640,11600022,TANGER AL IRFANE              ,1,,-5.881784,35.7326049
389,640,11600100,TANGER AL MAJD                ,1,,-5.7977665,35.7455849
991,640,11600170,TANGER BENDIBANE,1,,-5.814184,35.753071
378,640,1600311,TANGER BIR CHIFAE             ,1,,-5.8168531,35.7447358
378,640,11600420,TANGER BIR CHIFAE             ,1,,-5.8168531,35.7447358
373,640,11600418,TANGER PPAL                   ,1,,-5.806961,35.778219
993,640,11600172,TANGER BRANES,1,,-5.837173,35.762267
379,640,11600400,TANGER COMPLEXE HASSANI       ,1,,-5.843066,35.744819
992,640,11600173,TANGER DAR MOUIGNA,1,,-5.821563,35.758944
384,640,11600297,TANGER DRISSIA                ,1,,-5.802032,35.760034
384,640,1600791,TANGER DRISSIA                ,1,,-5.802032,35.760034
385,640,1600606,TANGER MSALLAH                ,1,,-5.8152652,35.7809478
380,640,11600398,TANGER MESNANA                ,1,,-5.8530468,35.7544032
373,640,1600442,TANGER PPAL                   ,1,,-5.806961,35.778219
373,640,1600597,TANGER PPAL                   ,1,,-5.806961,35.778219
373,640,1600598,TANGER PPAL                   ,1,,-5.806961,35.778219
383,640,1600645,TANGER SOUANI                 ,1,,-5.8155281,35.7677952
388,640,11600082,TANGER VAL FLEURI             ,1,,-5.8311921,35.7776272
625,650,1600077,TAN TAN PRINCIPAL             ,1,,-11.0980542,28.4365793
676,650,1600776,TAN TAN CITE ADMINISTRATIVE   ,1,,-11.1072314,28.4385298
625,650,1600775,TAN TAN PRINCIPAL             ,1,,-11.0980542,28.4365793
281,660,1600868,TAOUNATE ASTAR                ,1,,-4.648767,34.549348
282,660,11600118,TAOUNATE PPAL                 ,1,,-4.6383334,34.5373537
438,585,11600134,TAOURIRT                      ,1,,-2.8944415,34.4151967
438,585,11600051,TAOURIRT                      ,1,,-2.8944415,34.4151967
438,585,1600558,TAOURIRT                      ,1,,-2.8944415,34.4151967
632,437,11600152,TARFAYA                       ,1,,-12.9255331,27.9392919
972,450,11600058,MARRAKECH TARGA,1,,-8.0493415,31.636201
464,61,1600773,TARGUIST                      ,1,,-4.315031,34.93579
645,41,1600260,TAROUDANNT                    ,1,,-8.8672382,30.4726237
680,41,1600889,TAROUDANNT MEDINA             ,1,,-8.884576,30.470139
645,41,1600829,TAROUDANNT                    ,1,,-8.8672382,30.4726237
729,550,1600352,OUARZAZATE TASSOUMAATE        ,1,,-6.9296801,30.9238512
648,680,1600759,TATA                          ,1,,-7.9667871,29.7403796
291,690,11600389,TAZA BIT GHOULAM              ,1,,-4.0025023,34.2242425
290,690,1600545,TAZA PRINCIPAL                ,1,,-4.0073705,34.2219948
290,690,1600136,TAZA PRINCIPAL                ,1,,-4.0073705,34.2219948
310,690,11600119,TAZA GARE                     ,1,,-4.0099025,34.2306316
296,690,1600134,TAZA HAUT                     ,1,,-4.0143375,34.2088853
987,690,11600076,TAZA MOULAY YOUSSEF,1,,-4.011048,34.213368
290,690,1600458,TAZA PRINCIPAL                ,1,,-4.0073705,34.2219948
290,690,11600430,TAZA PRINCIPAL                ,1,,-4.0073705,34.2219948
1,810,1600877,Siege,1,,-6.8410666,34.0048949
739,569,1600878,TAZZARINE                     ,1,,-5.56693,30.781838
734,563,11600252,TAZNAKHTE                     ,1,,-7.203732,30.577676
227,825,11600138,TEMARRA FATH EL KHEIR         ,1,,-6.921438,33.910412
116,825,1600527,TEMARA BASSATINE EL MENZEH    ,1,,-6.853556,33.856914
20,825,1600518,TEMARA AL WIFAK               ,1,,-6.93448,33.920192
19,825,1600517,TEMARA  FOUARATE              ,1,,-6.9230846,33.9021249
22,826,1600741,EL HARHOURA                   ,1,,-6.958883,33.925958
180,825,11600205,TEMARRA HAY MAGHRIB EL ARABI  ,1,,-6.8896991,33.9202287
144,825,11600163,TEMARRA MASSIRA               ,1,,-6.8977726,33.9266164
144,825,1600738,TEMARRA MASSIRA               ,1,,-6.8977726,33.9266164
20,825,11600208,TEMARA AL WIFAK               ,1,,-6.93448,33.920192
18,825,1600740,TEMARRA PPL                   ,1,,-6.9166902,33.9273942
495,780,11600079,CASABLANCA PRINCIPAL          ,1,,-7.619046,33.592695
458,720,11600395,TETOUAN MHANECH               ,1,,-5.3631843,35.5646903
459,720,11600107,TETOUAN MY EL HASSAN          ,1,,-5.354582,35.572421
451,720,1600586,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
451,720,1600613,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
451,720,1600486,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
460,720,11600346,TETOUAN SIDI TALHA            ,1,,-5.3811872,35.5748102
486,720,1600508,TETOUAN TABOULA               ,1,,-5.4000539,35.5681375
461,720,1600830,TETOUAN TOUABEL               ,1,,-5.3456681,35.5812282
366,367,11600202,TIDDAS                        ,1,,-6.267491,33.568088
370,374,11600120,TIFLET PPAL                   ,1,,-6.3239166,33.8933598
364,374,11600403,TIFLET MEDINA                 ,1,,-6.3116509,33.8933443
364,374,1600726,TIFLET MEDINA                 ,1,,-6.3116509,33.8933443
370,374,1600727,TIFLET PPAL                   ,1,,-6.3239166,33.8933598
194,380,11600435,TIGHASSALINE                  ,1,,-5.656862,32.782404
596,10,1600532,TIKIOUINE                     ,1,,-9.5031926,30.3770485
165,427,11600327,TIMAHDITE                     ,1,,-5.059105,33.236772
267,140,1600848,TINDIT                        ,1,,-3.622272,33.663659
205,226,1600519,TINEJEDAD                     ,1,,-5.029775,31.510373
740,559,11600351,TINERHIR                      ,1,,-5.5305487,31.521328
740,559,11600291,TINERHIR                      ,1,,-5.5305487,31.521328
674,750,11600364,TIRHMI                        ,1,,-9.42304,29.582739
47,675,11600232,TISSA                         ,1,,-4.6610088,34.2866561
515,797,1600384,TIT MELLIL                    ,1,,-7.483618,33.5556364
298,701,1600407,TIZI OUZLI                    ,1,,-3.794304,34.7625
656,750,11600290,TIZNIT                        ,1,,-9.732897,29.6948262
984,750,1600666,TIZNIT AL MASSIRA,1,,-9.7195182,29.6830172
656,750,11600177,TIZNIT                        ,1,,-9.732897,29.6948262
797,620,11600251,SOUK TLETA LOULAD             ,1,,-7.127895,32.991527
629,771,1600918,TLETA EL AKHSASS              ,1,,-9.756192,29.3553757
694,453,1600656,TNINE OUDAYA                  ,1,,-8.246902,31.634792
703,476,1600880,TNINE OURIKA                  ,1,, -7.788486,31.375209
217,397,11600409,TOUNFITE                      ,1,,-5.250116,32.46535
750,550,11600429,TOUNDOUTE                     ,1,,-6.587438,31.272224
493,570,11600167,OUJDA UNIVERSITE              ,1,,-1.8967295,34.6530062
906,607,11600373,YOUSSOUFIA                    ,1,,-8.5346429,32.2436692
906,607,11600149,YOUSSOUFIA                    ,1,,-8.5346429,32.2436692
783,324,11600085,ZAG                           ,1,,-9.296279,28.022033
732,565,1600097,ZAGORA                        ,1,,-5.8399174,30.3252258
732,565,11600426,ZAGORA                        ,1,,-5.8399174,30.3252258
212,389,1600485,ZAIDA                         ,1,,-4.958190,32.816006
428,519,1600774,ZAIO                          ,1,,-2.7340964,34.9416496
842,99,11600249,ZAOUIA ECHCHEIKH              ,1,,-5.918117,32.64396
895,184,11600324,SIDI SMAIL                    ,1,,-8.5100887,32.8238099
842,99,1600350,ZAOUIA ECHCHEIKH              ,1,,-5.918117,32.64396
262,715,11600339,ZERARDA                       ,1,,-4.376646,33.975985
983,270,11600083,FES ZOUAGHA,1,,-5.035893,34.021644
475,167,11600341,ZOUMI                         ,1,,-5.344816,34.797092
