Code guichet,empty,Code localité,id,Code commune,GUICHETS ,ENTREPRISES  TPE Nombre,ENTREPRISES  TPE Montant,ENTREPRISES PME Nombre,ENTREPRISES PME Montant,ENTREPRISES  GE  (*) Nombre,ENTREPRISES  GE  (*) Montant,ENTREPRISES Entrepreneurs individuels Nombre,ENTREPRISES  Entrepreneurs individuels Montant,ENTREPRISES  Total Nombre,ENTREPRISES  Total Montant,PARTICULIERS Nombre,PARTICULIERS Montant,Code GPS X,Code GPS X2
0525,,780,,CASABLANCA MAARIF             ,,,,,,,,,,, 280   ," 19,792   ",-7.636231,33.579941,
0526,,780,,CASABLANCA MERSULTAN          ,,,,,,,,,,, 142   ," 8,628   ",-7.61433,33.583673,
0527,,780,,CASABLANCA OASIS              ,,,,,,,,,,, 101   ," 13,062   ",-7.6338432,33.5568289,
0528,,780,,CASABLANCA GARE               ,,,,,,,,,,, 189   ," 12,874   ",-7.591494,33.591075,
0529,,780,,CASABLANCA ROCHES NOIRES      ,,,,,,,,,,, 157   ," 10,664   ",-7.5841069,33.6003158,
0530,,780,,CASABLANCA TAKADOUM           ,,,,,,,,,,, 294   ," 16,679   ",-7.5667074,33.5864389,
0531,,780,,CASABLANCA SIDI OTHMANE       ,,,,,,,,,,, 265   ," 14,502   ",-7.574118,33.55955,
0532,,780,,CASA SOUK JOUMLA              ,,,,,,,,,,, 4   , 646   ,-7.5714335,33.540753,
0533,,793,,CASA LAHRAOUYINE              ,,,,,,,,,,, 20   ," 1,459   ",-7.54396,33.545121,
0534,,780,,CASABLANCA FORCES AUXILIARES  ,,,,,,,,,,, 54   ," 2,373   ",-7.563435,33.568367,
0535,,780,,CASABLANCA HAY INARA          ,,,,,,,,,,, 138   ," 6,558   ",-7.5997174,33.5370676,
0536,,780,,CASA HAY YASMINA              ,,,,,,,,,,, -     , -     ,-7.5993258,33.5462323,
0537,,780,,CASABLANCA HAY EL FARAH       ,,,,,,,,,,, 160   ," 13,956   ",-7.590724,33.567554,
0538,,780,,CASABLANCA BANDOENG           ,,,,,,,,,,, 163   ," 11,315   ",-7.6072437,33.5925543,
0539,,780,,CASABLANCA BOUSMARA           ,,,,,,,,,,, 94   ," 5,291   ",-7.6154539,33.6001739,
0540,,780,,CASABLANCA CITE DJEMAA        ,,,,,,,,,,, 150   ," 12,451   ",-7.56875,33.5509602,
0541,,780,,CASABLANCA SIDI BERNOUSSI     ,,,,,,,,,,, 532   ," 31,820   ",-7.509783,33.610549,
0542,,622,,EL GARA                       ,,,,,,,,,,, 34   ," 2,004   ",-7.234859,33.274971,
0543,,793,,MEDIOUNA                      ,,,,,,,,,,, 214   ," 10,739   ",-7.520955,33.454745,
0544,,780,,CASABLANCA  EL HANK           ,,,,,,,,,,, 99   ," 6,805   ",-7.6530048,33.603545,
0545,,780,,CASABLANCA SIDI MOUMEN        ,,,,,,,,,,, 317   ," 23,390   ",-7.546299,33.578944,
0546,,780,,CASA HAY RHAMNA               ,,,,,,,,,,, 5   , 332   ,-7.5111348,33.5944198,
0547,,780,,CASABLANCA HAY EL BARAKA      ,,,,,,,,,,, 118   ," 5,298   ",-7.54367,33.5687472,
0548,,780,,CASA HAY EL FALAH             ,,,,,,,,,,, 5   , 467   ,-7.5492758,33.5618076,
0549,,787,,MOHAMMEDIA HASSANIA           ,,,,,,,,,,, 135   ," 8,390   ",-7.3904783,33.675602,
0550,,780,,CASABLANCA EL OULFA           ,,,,,,,,,,, 282   ," 19,098   ",-7.6807416,33.557476,
0551,,780,,LISSASFA                      ,,,,,,,,,,, 109   ," 7,181   ",-7.6726105,33.5316413,
0552,,780,,CASABLANCA DERB GHELLEF       ,,,,,,,,,,, 85   ," 5,781   ",-7.6310765,33.5697025,
0553,,780,,CASABLANCA HAY ESSALAM        ,,,,,,,,,,, 83   ," 5,313   ",-7.651012,33.570452,
0554,,780,,CASA OUM RABIAA               ,,,,,,,,,,, 128   ," 9,311   ",-7.6687293,33.5624435,
0555,,780,,CASABLANCA AIN SEBAA PLAGE    ,,,,,,,,,,, 237   ," 19,520   ",-7.535739,33.619705,
0556,,780,,CASABLANCA DAR LAMANE         ,,,,,,,,,,, 139   ," 7,029   ",-7.5585723,33.5932871,
0557,,780,,CASABLANCA KSAR LBHAR         ,,,,,,,,,,, 217   ," 14,955   ",-7.5830367,33.5491115,
0558,,780,,CASA HAY JAMILA               ,,,,,,,,,,, 3   , 320   ,-7.571527,33.540814,
0559,,780,,CASABLANCA HAY IFRIQUIA       ,,,,,,,,,,, 248   ," 12,426   ",-7.587884,33.554474,
0560,,780,,CASABLANCA AIN BORJA          ,,,,,,,,,,, 88   ," 3,556   ",-7.583191,33.5845385,
0561,,780,,CASABLANCA 2 MARS             ,,,,,,,,,,, 137   ," 8,147   ",-7.6110216,33.5687952,
0562,,780,,CASABLANCA HAY SALMIA         ,,,,,,,,,,, 85   ," 9,624   ",-7.5542325,33.5385688,
0563,,780,,CASABLANCA AL QODS            ,,,,,,,,,,, 117   ," 7,631   ",-7.484764,33.617711,
0564,,787,,MOHAMMEDIA LACOLLINE          ,,,,,,,,,,, 122   ," 6,082   ",-7.373039,33.697717,
0565,,787,,MOHAMMEDIA RACHIDIA           ,,,,,,,,,,, 170   ," 12,649   ",-7.3759595,33.684155,
0566,,780,,CASABLANCA MçALLAH            ,,,,,,,,,,, 145   ," 7,600   ",-7.593238,33.539446,
0567,,780,,CASABLANCA  GHANDI            ,,,,,,,,,,, 316   ," 58,041   ",-7.6443165,33.5696729,
0568,,780,,CASABLANCA HAY SALAMA         ,,,,,,,,,,, 195   ," 9,296   ",-7.5574901,33.5657122,
0569,,780,,CASABLANCA COMPLEXE MED V     ,,,,,,,,,,, -     , -     ,-7.6464912,33.578708,
0570,,780,,CASABLANCA AHL LOGHLAM        ,,,,,,,,,,, 102   ," 5,281   ",-7.4899131,33.6004498,
0571,,780,,CASABLANCA AVENUE M6          ,,,,,,,,,,, 125   ," 8,115   ",-7.5959033,33.5652272,
0572,,780,,CASA QUARTIER DES HOPITAUX    ,,,,,,,,,,, 79   ," 4,781   ",-7.6155907,33.5778538,
0573,,780,,CASA MBNOUCEIR                ,,,,,,,,,,, 83   ," 6,764   ",-7.6275815,33.591235,
0574,,780,,CASA EL GUERNAOUI             ,,,,,,,,,,, 80   ," 4,429   ",-7.4967675,33.6113513,
0575,,780,,CASA ATTACHAROUK              ,,,,,,,,,,, 98   ," 7,123   ",-7.5258064,33.5739275,
0576,,780,,CASA AL HOUDA                 ,,,,,,,,,,, 87   ," 4,860   ",-7.5245833,33.5823945,
0577,,780,,CASABLANCA SIDI SOUFI         ,,,,,,,,,,, 114   ," 5,501   ",-7.6345124,33.6023365,
0578,,780,,CASABLANCA ABDELMOUMEN        ,,,,,,,,,,, 194   ," 32,458   ",-7.625316,33.577666,
0579,,780,,CASABLANCA TACHFINE           ,,,,,,,,,,, 202   ," 10,189   ",-7.5733888,33.5849552,
0580,,780,,CASABLANCA MEKDAD LAHRIZI     ,,,,,,,,,,, 123   ," 7,375   ",-7.5617105,33.5437397,
0581,,10,,AGADIR AL FIDIA               ,,,,,,,,,,, 86   ," 8,051   ",-9.5554474,30.4080198,
0582,,22,,AIT MELLOUL HAY AZROU         ,,,,,,,,,,, 56   ," 2,387   ",-9.4622621,30.3595532,
0583,,18,,EL KOLEA                      ,,,,,,,,,,, 129   ," 6,157   ",-9.460967,30.297664,
0584,,10,,AGADIR FOUNTY                 ,,,,,,,,,,, 93   ," 9,807   ",-9.5901257,30.4018941,
0585,,21,,INEZGANE TARRAST              ,,,,,,,,,,, 130   ," 4,022   ",-9.5488438,30.3497281,
0586,,22,,AIT MELLOUL ZONE INDUSTRIELLE ,,,,,,,,,,, 210   ," 9,167   ",-9.491753,30.3314003,
0587,,10,,BENSERGAO                     ,,,,,,,,,,, 339   ," 16,807   ",-9.5686506,30.3931445,
0588,,10,,AGADIR HAY DAKHLA             ,,,,,,,,,,, 183   ," 7,586   ",-9.5566169,30.4112271,
0589,,21,,INEZGANE MESDOURA             ,,,,,,,,,,, 217   ," 9,667   ",-9.537655,30.3517129,
0590,,12,,TAALAT                        ,,,,,,,,,,, -     , -     ,-9.176111,30.149444,
0591,,10,,AMSKROUD                      ,,,,,,,,,,, 3   , 63   ,-9.331909,30.528803,
0592,,10,,AGADIR ANZA                   ,,,,,,,,,,, 95   ," 2,977   ",-9.6560812,30.4449184,
0593,,10,,AGADIR QUARTIER INDUSTERIEL   ,,,,,,,,,,, 236   ," 17,550   ",-9.5891414,30.4139924,
0594,,10,,AGADIR FAR                    ,,,,,,,,,,, 233   ," 10,249   ",-9.591667,30.416667,
0595,,320,,TIMOULAY                      ,,,,,,,,,,, -     , -     ,-9.573383,29.167573,
0596,,10,,TIKIOUINE                     ,,,,,,,,,,, 128   ," 4,721   ",-9.5031926,30.3770485,
0597,,320,,GUELMIM PORTE  DU SAHARA      ,,,,,,,,,,, 453   ," 7,884   ",-10.0486762,28.9990479,
0598,,30,,TEMSIA                        ,,,,,,,,,,, 16   , 292   ,-9.413674,30.363403,
0599,,12,,AIT AMIRA                     ,,,,,,,,,,, 78   ," 2,260   ",-9.487255,30.17675,
0600,,24,,TAMRI                         ,,,,,,,,,,, 18   , 427   ,-9.826182,30.695244,
0601,,10,,AGADIR TALBORJT               ,,,,,,,,,,, 161   ," 9,341   ",-9.5910082,30.423685,
0602,,10,,AGADIR PRINCIPAL              ,,,,,,,,,,, 485   ," 39,286   ",-9.597514,30.420719,
0603,,10,,AGADIR HAY AL WAFA            ,,,,,,,,,,, 99   ," 3,569   ",-9.5590979,30.4208528,
0604,,10,,AGADIR CITE SIDI MOHAMED      ,,,,,,,,,,, 8   , 439   ,-9.583506,30.4251679,
0605,,10,,AGADIR CITE BALNEAIRE         ,,,,,,,,,,, -     , -     ,-9.6014473,30.4125213,
0606,,30,,AGADIR AEROPORT               ,,,,,,,,,,, -     , -     ,-9.410627,30.330065,
0607,,10,,AGADIR EL KHIAM               ,,,,,,,,,,, 170   ," 7,699   ",-9.5725036,30.4221712,
0608,,10,,AGADIR PORT                   ,,,,,,,,,,, -     , -     ,-9.6288568,30.4243823,
0609,,10,,AGADIR SOUK EL HAD            ,,,,,,,,,,, 109   ," 5,203   ",-9.578453,30.413123,
0610,,10,,AGADIR HAY ESSALAM            ,,,,,,,,,,, 51   ," 1,952   ",-9.5467008,30.4004274,
0611,,21,,INEZGANE PRINCIPAL            ,,,,,,,,,,, 662   ," 37,041   ",-9.53311,30.3584111,
0612,,28,,OULAD TEIMA                   ,,,,,,,,,,, 187   ," 9,276   ",-9.2105703,30.3955482,
0613,,28,,OULAD TEIMA HAY EL KOURSI     ,,,,,,,,,,, 2   , 43   ,-9.215359,30.395599,
0614,,12,,AIT BAHA                      ,,,,,,,,,,, 8   , 185   ,-9.158379,30.069117,
0615,,11,,BIOUGRA                       ,,,,,,,,,,, 81   ," 3,980   ",-9.3696213,30.2149157,
0616,,14,,KHEMIS IDA OU GNIDIF          ,,,,,,,,,,, -     , -     ,-9.008317,29.86039,
0617,,23,,IMOUZZER IDA OU TANANE        ,,,,,,,,,,, -     , -     ,-9.480177,30.673002,
0618,,326,,IFRANE ATLAS SEGHIR           ,,,,,,,,,,, 6   , 91   ,-9.490052,29.221311,
0619,,29,,ARGANA                        ,,,,,,,,,,, 1   , 2   ,-9.126285,30.778697,
0620,,22,,AIT MELLOUL                   ,,,,,,,,,,, 206   ," 9,688   ",-9.4990593,30.3466346,
0621,,22,,AIT MELLOUL HAY RIAD          ,,,,,,,,,,, 27   ," 2,508   ",-9.5042199,30.3336042,
0622,,325,,BOUIZAKARNE                   ,,,,,,,,,,, 347   ," 9,196   ",-9.7124908,29.1782341,
0623,,320,,GUELMIM PRINCIPAL             ,,,,,,,,,,, 825   ," 17,595   ",-10.0568086,28.9877539,
0624,,320,,GUELMIM FAR                   ,,,,,,,,,,, 24   , 771   ,-10.054573,28.985797,
0625,,650,,TAN TAN PRINCIPAL             ,,,,,,,,,,, 487   ," 8,769   ",-11.0980542,28.4365793,
0626,,650,,TAN TAN  MEDINA               ,,,,,,,,,,, 77   ," 1,735   ",-11.1089869,28.4282508,
0627,,650,,TAN TAN FAR                   ,,,,,,,,,,, -     , -     ,-11.088542,28.436204,
0628,,761,,IFNI PRINCIPAL                ,,,,,,,,,,, 146   ," 5,246   ",-10.1725647,29.3831391,
0629,,771,,TLETA EL AKHSASS              ,,,,,,,,,,, 5   , 212   ,-9.756192,29.3553757,
0630,,682,,FAM EL HISN                   ,,,,,,,,,,, 86   ," 1,129   ",-8.8874567,29.0131648,
0631,,327,,TARHJIJT                      ,,,,,,,,,,, 17   , 412   ,-9.420452,29.060871,
0632,,437,,TARFAYA                       ,,,,,,,,,,, 63   ," 3,201   ",-12.9255331,27.9392919,
0633,,773,,JEMAA NTIGHIRT                ,,,,,,,,,,, -     , -     ,-9.452762,29.379733,
0634,,323,,ASSA                          ,,,,,,,,,,, 258   ," 3,329   ",-9.424062,28.60864,
0635,,765,,TAFRAOUTE                     ,,,,,,,,,,, 13   , 652   ,-8.974778,29.7203253,
0636,,762,,MESTI                         ,,,,,,,,,,, -     , -     ,-10.112368,29.265218,
0637,,31,,SEBT EL GUERDANE              ,,,,,,,,,,, 34   ," 1,086   ",-9.018161,30.383135,
0638,,12,,TNINE HILALA                  ,,,,,,,,,,, 1   , 141   ,-9.014598,30.063111,
0639,,750,,TNINE AMELLOU                 ,,,,,,,,,,, -     , -     ,-10.021546,29.293688,
0640,,750,,TIOURHZA                      ,,,,,,,,,,, 4   , 37   ,-9.959125,29.386352,
0641,,772,,AIT ERKHA                     ,,,,,,,,,,, 5   , 165   ,-9.620126,29.360991,
0642,,681,,AKKA                          ,,,,,,,,,,, 134   ," 2,522   ",-8.255099,29.391617,
0643,,20,,DCHEIRA                       ,,,,,,,,,,, 512   ," 35,119   ",-9.539545,30.369372,
0644,,16,,TANALT                        ,,,,,,,,,,, -     , -     ,-9.168933,29.775083,
0645,,41,,TAROUDANNT                    ,,,,,,,,,,, 185   ," 8,634   ",-8.8672382,30.4726237,
0646,,41,,TAROUDANT GI                  ,,,,,,,,,,, -     , -     ,-8.8666667,30.4666667,
0647,,25,,IRHREM                        ,,,,,,,,,,, 11   , 198   ,-8.459677,30.0887,
0648,,680,,TATA                          ,,,,,,,,,,, 249   ," 6,821   ",-7.9667871,29.7403796,
0649,,41,,AIT ABDALLAH                  ,,,,,,,,,,, 1   , 1   ,-8.768528,29.813489,
0650,,45,,OULAD BERREHIL                ,,,,,,,,,,, 43   ," 1,505   ",-8.4759415,30.6388535,
0651,,46,,TAFINGOULT                    ,,,,,,,,,,, -     , -     ,-8.391784,30.766084,
0652,,43,,AOULOUZ                       ,,,,,,,,,,, 70   ," 1,691   ",-8.178572,30.672707,
0653,,687,,TISSINT                       ,,,,,,,,,,, 1   , 0   ,-7.318157,29.906259,
0654,,683,,KHEMIS ISSAFEN                ,,,,,,,,,,, -     , -     ,-8.528153,29.858192,
0655,,750,,SBOUYA                        ,,,,,,,,,,, -     , -     ,-10.204915,29.151098,
0656,,750,,TIZNIT                        ,,,,,,,,,,, 447   ," 12,120   ",-9.732897,29.6948262,
0657,,750,,TIZNIT BIR ANZARANE           ,,,,,,,,,,, 49   ," 1,488   ",-9.7241234,29.690979,
0658,,750,,TIZNIT SIDI ABDERRAHMANE      ,,,,,,,,,,, 16   , 436   ,-9.7284794,29.7009398,
0659,,750,,TIZNIT HAY ENNAKHIL           ,,,,,,,,,,, 23   ," 1,646   ",-9.7195182,29.6830172,
0660,,754,,ANEZI                         ,,,,,,,,,,, 1   , 11   ,-9.362521,29.658255,
0661,,763,,MIRLEFT                       ,,,,,,,,,,, 7   , 124   ,-10.032208,29.579748,
0662,,15,,MASSA                         ,,,,,,,,,,, 14   , 634   ,-9.645341,29.991623,
0663,,751,,ARBAA RAS MOUKA               ,,,,,,,,,,, -     , -     ,-9.541004,29.802197,
0664,,750,,SEBT BOUNAAMANE               ,,,,,,,,,,, 3   , 71   ,-9.815973,29.530931,
0665,,750,,ARBAA SAHEL                   ,,,,,,,,,,, 3   , 57   ,-9.921749,29.598704,
0666,,13,,HAD AIT BELFAA                ,,,,,,,,,,, 51   ," 1,108   ",-9.560885,30.047627,
0667,,44,,FREIJA                        ,,,,,,,,,,, 28   ," 1,274   ",-8.797887,30.5051603,
0668,,750,,TNINE AGLOU                   ,,,,,,,,,,, 4   , 201   ,-9.799861,29.765831,
0669,,761,,IFNI HAY LALLA MERYEM         ,,,,,,,,,,, 12   , 472   ,-10.16127,29.38641,
0670,,41,,SEBT TATAOUTE                 ,,,,,,,,,,, -     , -     ,-8.709339,30.24752,
0671,,320,,FASK                          ,,,,,,,,,,, -     , -     ,-9.832557,28.983097,
0672,,767,,HAD TAHALA                    ,,,,,,,,,,, -     , -     ,-9.090218,29.637744,
0673,,320,,TAGANTE                       ,,,,,,,,,,, 3   , 23   ,-9.779536,29.129086,
0674,,750,,TIRHMI                        ,,,,,,,,,,, 3   , 113   ,-9.42304,29.582739,
0675,,320,,KSABI AIT LAHCEN              ,,,,,,,,,,, 2   , 2   ,-10.170309,28.996345,
0676,,650,,TAN TAN CITE ADMINISTRATIVE   ,,,,,,,,,,, 114   ," 2,495   ",-11.1072314,28.4385298,
0677,,750,,SEBT OUIJJANE                 ,,,,,,,,,,, -     , -     ,-9.536908,29.649179,
0678,,650,,EL OUATIA                     ,,,,,,,,,,, 101   ," 2,326   ",-11.3320971,28.4984952,
0679,,20,,DCHEIRA HAY ILHAM             ,,,,,,,,,,, 130   ," 6,218   ",-9.52689,30.363767,
0680,,41,,TAROUDANNT MEDINA             ,,,,,,,,,,, 30   ," 1,235   ",-8.884576,30.470139,
0681,,17,,AOURIR                        ,,,,,,,,,,, 56   ," 1,927   ",-9.672411,30.498001,
0682,,450,,MARRAKECH SIDI GHANEM         ,,,,,,,,,,, 108   ," 3,875   ",-8.0493334,31.6736106,
0683,,450,,MARRAKECH ANNAKHILE           ,,,,,,,,,,, 39   ," 2,625   ",-7.9857409,31.6474403,
0684,,450,,MARRAKECH BAB KHEMIS          ,,,,,,,,,,, 125   ," 8,066   ",-7.98626,31.6365561,
0685,,450,,MARRAKECH SIDI ABBAD          ,,,,,,,,,,, 118   ," 6,502   ",-8.0176324,31.6562171,
0686,,450,,MARRAKECH AL FADL             ,,,,,,,,,,, 44   ," 3,226   ",-8.0251748,31.6778666,
0687,,450,,MARRAKECH DIOUR ECHCHOUHADA   ,,,,,,,,,,, 268   ," 7,748   ",-7.9620181,31.6067673,
0688,,450,,MARRAKECH SIDI YOUSSEF BEN ALI,,,,,,,,,,, -     , -     ,-7.9625344,31.6070197,
0689,,450,,TAMESLOUHTE                   ,,,,,,,,,,, 1   , 40   ,-8.097289,31.496467,
0690,,450,,MARRAKECH AMERCHICH           ,,,,,,,,,,, 130   ," 8,115   ",-8.0037949,31.6576806,
0691,,465,,AIT HADI                      ,,,,,,,,,,, -     , -     ,-8.770705,31.396401,
0692,,450,,SIDI ZOUINE                   ,,,,,,,,,,, -     , -     ,-8.350586,31.664039,
0693,,450,,MARRAKECH HAY EL MASSIRA      ,,,,,,,,,,, 224   ," 12,214   ",-8.060363,31.629133,
0694,,453,,TNINE OUDAYA                  ,,,,,,,,,,, 3   , 26   ,-8.246902,31.634792,
0695,,450,,LALLA TAKARKOUSTE             ,,,,,,,,,,, 4   , 70   ,-8.131945,31.358174,
0696,,450,,TIZGUINE                      ,,,,,,,,,,, -     , -     ,-8.319118,31.243402,
0697,,450,,MARRAKECH BAB RHMATE          ,,,,,,,,,,, 116   ," 4,137   ",-7.9761118,31.6243734,
0698,,450,,KETTARA                       ,,,,,,,,,,, -     , -     ,-8.182229,31.86503,
0699,,450,,MARRAKECH DOUAR IZIKI         ,,,,,,,,,,, 166   ," 8,220   ",-8.0588311,31.6249032,
0700,,450,,MARRAKECH HAY HASSANI         ,,,,,,,,,,, 124   ," 6,708   ",-8.041658,31.630902,
0701,,450,,IGOUDAR                       ,,,,,,,,,,, 1   , 1   ,-8.256215,31.267474,
0702,,190,,EL AAMRIA                     ,,,,,,,,,,, -     , -     ,-7.262751,32.209544,
0703,,476,,TNINE OURIKA                  ,,,,,,,,,,, 11   , 363   , -7.788486,31.375209,
0704,,457,,RHMATE                        ,,,,,,,,,,, -     , -     ,-7.802621,31.422511,
0705,,450,,MARRAKECH HAY MOHAMMADI       ,,,,,,,,,,, 189   ," 10,702   ",-7.996373,31.650498,
0706,,450,,MARRAKECH PPAL                ,,,,,,,,,,," 1,221   "," 92,740   ",-8.0093873,31.6325505,
0707,,450,,MARRAKECH DAOUDIATE           ,,,,,,,,,,, 22   ," 1,334   ",-7.9916096,31.6503424,
0708,,450,,MARRAKECH EL BAHIA            ,,,,,,,,,,, 83   ," 3,363   ",-7.9845661,31.6220186,
0709,,450,,MARRAKECH RIAD EL AROUSS      ,,,,,,,,,,, 1   , 63   ,-7.9909846,31.634196,
0710,,450,,MARRAKECH MHAMID              ,,,,,,,,,,, 69   ," 3,672   ",-8.039267,31.587968,
0711,,450,,MARRAKECH BAB AGNAOU          ,,,,,,,,,,, 2   , 264   ,-7.9910906,31.6184967,
0712,,450,,MARRAKECH MENARA              ,,,,,,,,,,, -     , -     ,-8.0273044,31.6025526,
0713,,450,,MARRAKECH B.E.F.R.A           ,,,,,,,,,,, 113   ," 5,729   ",-8.034879,31.61473,
0714,,450,,MARRAKECH ATLAS               ,,,,,,,,,,, 89   ," 8,752   ",-8.050645,31.6004966,
0715,,450,,MARRAKECH CAMP EL GHOUL       ,,,,,,,,,,, 57   ," 2,774   ",-8.0213714,31.6369135,
0716,,450,,MARRAKECH GARE                ,,,,,,,,,,, 35   ," 1,796   ",-8.018775,31.6298158,
0717,,461,,AMIZMIZ                       ,,,,,,,,,,, 35   , 817   ,-8.241934,31.222124,
0718,,201,,BENGUERIR VILLE               ,,,,,,,,,,, 228   ," 6,689   ",-7.957229,32.236256,
0719,,465,,CHICHAOUA                     ,,,,,,,,,,, 67   ," 2,287   ",-8.766618,31.541319,
0720,,81,,DEMNATE                       ,,,,,,,,,,, 117   ," 3,781   ",-7.004567,31.731685,
0721,,81,,DEMNATE IMLIL                 ,,,,,,,,,,, -     , -     ,-7.010361,31.756114,
0722,,190,,EL KELAA DES SRARHNA PPAL     ,,,,,,,,,,, 354   ," 15,459   ",-7.4062564,32.053774,
0723,,471,,IMI N TANOUNTE                ,,,,,,,,,,, 57   ," 2,514   ",-8.84798,31.17716,
0724,,204,,SKHOUR REHAMNA                ,,,,,,,,,,, 1   , 32   ,-7.914826,32.483226,
0725,,450,,MARRAKECH MEDINA              ,,,,,,,,,,, 326   ," 20,256   ",-7.9896247,31.6248689,
0726,,454,,AIT OURIR                     ,,,,,,,,,,, 72   ," 2,178   ",-7.6671,31.562756,
0727,,550,,OUARZAZATE PPAL               ,,,,,,,,,,, 747   ," 31,775   ",-6.9106633,30.9204919,
0728,,550,,OUARZAZATE TARMIGT            ,,,,,,,,,,, 37   , 847   ,-6.911028,30.9010095,
0729,,550,,OUARZAZATE TASSOUMAATE        ,,,,,,,,,,, 192   ," 5,567   ",-6.9296801,30.9238512,
0730,,550,,OUARZAZATE TAOURIRT           ,,,,,,,,,,, -     , -     ,-6.8941422,30.9233486,
0731,,550,,OUARZAZATE FAR                ,,,,,,,,,,, 303   ," 3,168   ",-6.910859,30.917229,
0732,,565,,ZAGORA                        ,,,,,,,,,,, 191   ," 5,164   ",-5.8399174,30.3252258,
0733,,561,,TALIOUINE                     ,,,,,,,,,,, 45   , 753   ,-7.924058,30.532071,
0734,,563,,TAZNAKHTE                     ,,,,,,,,,,, 9   , 313   ,-7.203732,30.577676,
0735,,556,,EL KELAA MGOUNA               ,,,,,,,,,,, 87   ," 3,544   ",-6.1295182,31.2367794,
0736,,553,,SKOURA AHL AL OUST            ,,,,,,,,,,, 14   , 290   ,-6.556027,31.063494,
0737,,568,,TAGOUNITE                     ,,,,,,,,,,, 1   , 69   ,-5.5820927,29.9725018,
0738,,566,,AGDZ                          ,,,,,,,,,,, 17   , 315   ,-6.451807,30.695792,
0739,,569,,TAZZARINE                     ,,,,,,,,,,, 18   , 706   ,-5.56693,30.781838,
0740,,559,,TINERHIR                      ,,,,,,,,,,, 133   ," 5,510   ",-5.5305487,31.521328,
0741,,555,,BOUMALNE DU DADES             ,,,,,,,,,,, 125   ," 1,742   ",-5.9837186,31.3702739,
0742,,685,,FOUM ZGUID                    ,,,,,,,,,,, 61   ," 1,506   ",-6.873051,30.085248,
0743,,558,,MSEMRIR                       ,,,,,,,,,,, -     , -     ,-5.821614,31.694929,
0744,,550,,KHEMIS DADES                  ,,,,,,,,,,, 6   , 163   ,-6.031333,31.306491,
0745,,567,,MHAMID                        ,,,,,,,,,,, 8   , 163   ,-5.718899,29.825411,
0746,,550,,AMERZGANE                     ,,,,,,,,,,, 4   , 180   ,-7.210615,31.045114,
0747,,552,,IGHREM NOUGDAL                ,,,,,,,,,,, 3   , 71   ,-7.421109,31.229521,
0748,,557,,IKNIOUEN                      ,,,,,,,,,,, 1   , 52   ,-5.673095,31.168958,
0749,,465,,ARBAA DOUIRANE                ,,,,,,,,,,, -     , -     ,-8.779326,31.213324,
0750,,550,,TOUNDOUTE                     ,,,,,,,,,,, 1   , 96   ,-6.587438,31.272224,
0751,,550,,TARHZOUTE NAIT ATTA           ,,,,,,,,,,, 1   , 1   ,-5.422493,31.455952,
0752,,565,,TAMEGROUTE                    ,,,,,,,,,,, 1   , 1   ,-5.688552,30.262118,
0753,,565,,NKOB                          ,,,,,,,,,,, 10   , 237   ,-5.86436,30.871362,
0754,,205,,TNINE BOUCHANE                ,,,,,,,,,,, 1   , 1   ,-8.318346,32.28765,
0755,,550,,TALOUET                       ,,,,,,,,,,, -     , -     ,-7.240888,31.289698,
0756,,450,,MARRAKECH ALLA AL FASSI       ,,,,,,,,,,, 99   ," 6,234   ",-8.000139,31.645182,
0757,,450,,MARRAKECH AZLI (ROUT          ,,,,,,,,,,, 66   ," 2,909   ",-8.0405277,31.6250563,
0758,,430,,LAAYOUNE PAL                  ,,,,,,,,,,, 926   ," 22,475   ",-13.2028748,27.1615514,
0759,,430,,LAAYOUNE KHAT RMLA            ,,,,,,,,,,, -     , -     ,-13.1994617,27.1494945,
0760,,430,,LAAYOUNE HAY ERRAHMA          ,,,,,,,,,,, 147   ," 4,160   ",-13.1931827,27.1400059,
0761,,430,,LAAYOUNE SOUK JEMAL           ,,,,,,,,,,, 31   , 769   ,-13.2154343,27.1625668,
0762,,430,,LAAYOUNE HAY TAAOUN           ,,,,,,,,,,, 21   , 640   ,-13.204078,27.144398,
0763,,430,,LAAYOUNE AEREPORT             ,,,,,,,,,,, -     , -     ,-13.2167566,27.1552546,
0764,,430,,LAAYOUNE FAR                  ,,,,,,,,,,, 69   ," 1,656   ",-13.193936,27.15988,
0765,,430,,LAAYOUNE 4EME BAFRA           ,,,,,,,,,,, 35   , 639   ,-13.219471,27.138438,
0766,,430,,LAAYOUNE QUARTIER ADMINISTRATI,,,,,,,,,,, -     , -     ,-13.1980804,27.1546664,
0767,,430,,LAAYOUNE RHIBA                ,,,,,,,,,,, 17   , 480   ,-13.1994644,27.1446268,
0768,,430,,LAAYOUNE MAKKA                ,,,,,,,,,,, -     , -     ,-13.1995771,27.155584,
0769,,430,,LAAYOUNE AL MASSIRA           ,,,,,,,,,,, 195   ," 8,519   ",-13.1874441,27.154275,
0770,,430,,LAAYOUNE PORT                 ,,,,,,,,,,, 60   ," 3,264   ",-13.415124,27.097588,
0771,,430,,LAAYOUNE VILLE                ,,,,,,,,,,, 171   ," 3,818   ",-13.1849671,27.1463333,
